target_id	V3	V4	V5	V6	V7	V8	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	log2FC	TPMa	TPMb	ensembl_id	gene_name	biotype	description2
2883	ENSG00000151388.11	ADAMTS12	ADAMTS12-203	5	 33523535	 33891990	-	2	8.41443677950483	0.00105881222472238	0.0103512694652005	-1.06261518095676	6.3878953421197	2.58491491118797	ENSG00000151388	ADAMTS12	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 12 
2885	ENSG00000135698.10	MPHOSPH6	MPHOSPH6-201	16	 82148162	 82170224	-	1	5.12122383240012	0.00106198815224667	0.010372486555182	-1.25726534399911	20.8904017387999	9.19238811543349	ENSG00000135698	MPHOSPH6	protein_coding	M-phase phosphoprotein 6 
2904	ENSG00000128274.17	A4GALT	A4GALT-201	22	 42692122	 42695633	-	1	5.76815097218097	0.00109300900112729	0.0105965458523455	1.35011365467421	13.1847187907763	31.8931573933519	ENSG00000128274	A4GALT	protein_coding	alpha 1,4-galactosyltransferase (P blood group) 
2906	ENSG00000221968.9	FADS3	FADS3-201	11	 61873526	 61891545	-	1	5.48791564851394	0.00109688506559349	0.0106143346834315	1.02968803411739	8.00741197971593	18.0037450971878	ENSG00000221968	FADS3	protein_coding	fatty acid desaturase 3 
2935	ENSG00000186810.8	CXCR3	CXCR3-202	X	 71615919	 71618511	-	1	4.90343383845874	0.00113691765854035	0.0109080639350559	1.1878976311418	4.0296049702448	9.38937083559598	ENSG00000186810	CXCR3	protein_coding	C-X-C motif chemokine receptor 3 
2941	ENSG00000180758.12	GPR157	GPR157-201	1	  9100305	  9129102	-	1	5.12006287568572	0.00114253183249645	0.0109389894436485	1.48157568375406	3.12886744578962	8.00444103098037	ENSG00000180758	GPR157	protein_coding	G protein-coupled receptor 157 
2947	ENSG00000184307.17	ZDHHC23	ZDHHC23-201	3	113947901	113962982	+	2	9.77967470435902	0.00114594018039619	0.0109538711961133	1.26100292755855	2.90989857949773	7.47259768438525	ENSG00000184307	ZDHHC23	protein_coding	zinc finger DHHC-type palmitoyltransferase 23 
2949	ENSG00000143195.13	ILDR2	ILDR2-201	1	166908187	166975540	-	2	8.08228027596835	0.00114930208731796	0.0109758349338865	1.34899105946611	2.89734227872023	7.27217692562418	ENSG00000143195	ILDR2	protein_coding	immunoglobulin like domain containing receptor 2 
2951	ENSG00000073910.23	FRY	FRY-211	13	 32031300	 32296610	+	2	11.7570848227441	0.00116081838845711	0.0110653242685274	-1.11033018351895	11.8927608361276	6.89982504371732	ENSG00000073910	FRY	protein_coding	FRY microtubule binding protein 
2958	ENSG00000164542.13	KIAA0895	KIAA0895-204	7	 36355196	 36367173	-	1	3.73326095010766	0.00116418899398555	0.01107697904425	3.15013811240267	0.595256492954318	5.29114954574336	ENSG00000164542	KIAA0895	protein_coding	KIAA0895 
2959	ENSG00000196954.14	CASP4	CASP4-203	11	104942866	104968574	-	2	8.6954796521751	0.00117434707638166	0.0111633324846087	-1.00758883194695	45.1565574866257	24.4136004715571	ENSG00000196954	CASP4	protein_coding	caspase 4 
2966	ENSG00000211675.2	IGLC1	IGLC1-201	22	 22895375	 22895834	+	1	4.75481470849682	0.00119836052695265	0.0113497616850226	-2.57941215524354	65.1777226357653	8.75731683483101	ENSG00000211675	IGLC1	IG_C_gene	immunoglobulin lambda constant 1 
2995	ENSG00000154451.15	GBP5	GBP5-201	1	 89256189	 89272860	-	1	5.68681950008434	0.00122875971196296	0.0115036476763117	1.28901424116679	2.79919608168216	7.49157163133336	ENSG00000154451	GBP5	protein_coding	guanylate binding protein 5 
2998	ENSG00000145850.9	TIMD4	TIMD4-202	5	156919355	156935676	-	1	3.51368297578772	0.00123738774846861	0.0115706411946557	-3.37915299582631	15.8075818877772	1.43925393786904	ENSG00000145850	TIMD4	protein_coding	T cell immunoglobulin and mucin domain containing 4 
3004	ENSG00000233290.4			1	 82214617	 82279613	-	1	3.57978484243264	0.00124615128240091	0.0116004230403051	3.04700824893162	0.711921973293969	7.3505611008399	ENSG00000233290		lncRNA	novel transcript
3005	ENSG00000250850.3			9	 37002651	 37008040	+	1	1.37508575822357	0.00124619630877042	0.0116004230403051	-7.49473139040215	3.12087025233312	0	ENSG00000250850		lncRNA	novel transcript, antisense to PAX5
3020	ENSG00000150764.14	DIXDC1	DIXDC1-201	11	111937343	112022653	+	1	3.47013784214231	0.00126398270146144	0.01171313349764	3.57514921521042	0.302991979089249	3.91977899405826	ENSG00000150764	DIXDC1	protein_coding	DIX domain containing 1 
3028	ENSG00000108798.9	ABI3	ABI3-201	17	 49210707	 49223225	+	2	9.4155982102131	0.00127507903627488	0.0117736483259974	-1.58948637506609	45.8169720138358	17.1351430615366	ENSG00000108798	ABI3	protein_coding	ABI family member 3 
3044	ENSG00000186907.8	RTN4RL2	RTN4RL2-201	11	 57460528	 57477534	+	1	3.60586515111925	0.00132384961349843	0.0121370532565536	2.95070089450398	0.40791991730833	2.86192575347553	ENSG00000186907	RTN4RL2	protein_coding	reticulon 4 receptor like 2 
3087	ENSG00000163947.12	ARHGEF3	ARHGEF3-201	3	 56727420	 56801949	-	2	10.5356064325585	0.00138323110792667	0.0125036333454475	-1.34004913191805	28.2172696579936	9.95942748417862	ENSG00000163947	ARHGEF3	protein_coding	Rho guanine nucleotide exchange factor 3 
3089	ENSG00000286646.2	MAP3K5-AS2	MAP3K5-AS2-201	6	136784045	136786402	+	1	4.37877580106598	0.00138260777579413	0.0125036333454475	-1.95881785850031	8.73880877502517	2.67211504354312	ENSG00000286646	MAP3K5-AS2	lncRNA	MAP3K5 antisense RNA 2 
3096	ENSG00000289047.2			6	 32894299	 32903758	+	1	4.09567036774263	0.00139249595336028	0.0125391031488486	1.35985417706409	1.12581362169889	3.09647329241256	ENSG00000289047		lncRNA	novel transcript
3116	ENSG00000071909.19	MYO3B	MYO3B-202	2	170178147	170655167	+	1	5.63075367780573	0.00141092228278779	0.0126212076536629	-1.61504771670756	7.97655528171664	2.54386725811594	ENSG00000071909	MYO3B	protein_coding	myosin IIIB 
3117	ENSG00000253649.5	PRSS51	PRSS51-202	8	 10482878	 10547585	-	1	2.99019711193254	0.00141013356119286	0.0126212076536629	4.90427081318042	0.246870958775906	13.2530825427325	ENSG00000253649	PRSS51	protein_coding	serine protease 51 
3133	ENSG00000232063.2			9	 94332459	 94363013	+	1	4.77511995329857	0.00142704768374607	0.0126884222501354	-1.46702451839892	3.26433433167776	1.27311987158792	ENSG00000232063		lncRNA	novel transcript
3140	ENSG00000226089.2			6	 81527102	 81534913	-	1	2.34178707777906	0.00146394656420749	0.012971773937488	4.28220014634299	0.749347104692604	13.0040257134408	ENSG00000226089		lncRNA	novel transcript, sense intronic to FAM46A
3141	ENSG00000237372.5			9	 89701651	 89719760	+	1	3.57491682718709	0.00146351253354426	0.012971773937488	2.92531581770223	0.971411327168889	7.81247400758646	ENSG00000237372		lncRNA	novel transcript
3146	ENSG00000165949.13	IFI27	IFI27-213	14	 94110736	 94116690	+	1	1.37904813482606	0.00152492172135137	0.0134657899263853	-1.80872866359138	12.1583408250502	3.40811393459553	ENSG00000165949	IFI27	protein_coding	interferon alpha inducible protein 27 
3156	ENSG00000066032.19	CTNNA2	CTNNA2-218	2	 80305105	 80648861	+	1	5.67929855305866	0.00153887775446477	0.0135426494535407	-1.22527044748915	10.7889567166051	5.32372573264403	ENSG00000066032	CTNNA2	protein_coding	catenin alpha 2 
3158	ENSG00000106991.14	ENG	ENG-202	9	127815016	127854658	-	1	5.06375071496858	0.00154275290605583	0.0135651777263937	-1.29766328161621	6.48155352239992	2.70655888741871	ENSG00000106991	ENG	protein_coding	endoglin 
3168	ENSG00000188958.10	UTS2B	UTS2B-201	3	191267168	191330526	-	3	7.71644657703982	0.00155569139189253	0.0136556604391316	1.97428123023217	3.25474231810287	12.1941690389807	ENSG00000188958	UTS2B	protein_coding	urotensin 2B 
3172	ENSG00000116396.15	KCNC4	KCNC4-204	1	110210314	110234044	+	2	7.74234936660129	0.00156646327188075	0.0137263418034953	1.58369357249952	2.83670287611718	7.82909249713856	ENSG00000116396	KCNC4	protein_coding	potassium voltage-gated channel subfamily C member 4 
3209	ENSG00000046653.15	GPM6B	GPM6B-205	X	 13771456	 13938638	-	1	4.87695397478451	0.00165256753429153	0.0143593778843158	-1.12750040906303	4.2598870988228	2.15111616902933	ENSG00000046653	GPM6B	protein_coding	glycoprotein M6B 
3210	ENSG00000265972.6	TXNIP	TXNIP-204	1	145992435	145996579	-	1	6.26511356771553	0.00165686597689311	0.0143725110897187	-1.42695768847219	19.1515676962543	7.51950615915158	ENSG00000265972	TXNIP	protein_coding	thioredoxin interacting protein 
3216	ENSG00000169508.7	GPR183	GPR183-201	13	 99294539	 99307399	-	1	7.66108672704825	0.00166240141730241	0.0143979307823846	-1.12563424525501	112.258503139892	54.7199836206786	ENSG00000169508	GPR183	protein_coding	G protein-coupled receptor 183 
3225	ENSG00000127951.8	FGL2	FGL2-201	7	 77193369	 77199819	-	1	4.2414503294029	0.00168778508567132	0.0145550295766004	-1.82343290123837	2.29214701002656	0.653293590984945	ENSG00000127951	FGL2	protein_coding	fibrinogen like 2 
3233	ENSG00000184730.12	APOBR	APOBR-201	16	 28494643	 28498964	+	1	5.18082550817358	0.00169830229952108	0.0146121620284879	1.08560394270436	2.08780588058608	4.69753011400154	ENSG00000184730	APOBR	protein_coding	apolipoprotein B receptor 
3234	ENSG00000212658.1	KRTAP29-1	KRTAP29-1-201	17	 41301826	 41302851	-	1	2.47005334704104	0.00169912557103669	0.0146121620284879	-5.08342540710377	7.5680168284268	0	ENSG00000212658	KRTAP29-1	protein_coding	keratin associated like protein 29-1 
3248	ENSG00000167748.11	KLK1	KLK1-204	19	 50819271	 50820849	-	1	4.33510411987121	0.00171068375671828	0.0146423172338525	-1.94287604972092	14.0047357493129	4.30316227533721	ENSG00000167748	KLK1	protein_coding	kallikrein 1 
3249	ENSG00000173702.7	MUC13	MUC13-205	3	124905442	124934751	-	1	6.61298699080984	0.00172008469511365	0.0147105750791063	-1.11544950474568	27.6134209742454	13.4452331706096	ENSG00000173702	MUC13	protein_coding	mucin 13, cell surface associated 
3252	ENSG00000214338.11	SOGA3	SOGA3-204	6	127474598	127516067	-	1	5.3495951949429	0.00172745770326527	0.0147369716720248	1.02924243921487	3.40212964718563	6.81486443827043	ENSG00000214338	SOGA3	protein_coding	SOGA family member 3 
3286	ENSG00000166780.11	BMERB1	BMERB1-201	16	 15434588	 15588259	+	1	3.18452318538878	0.00178926425193919	0.0151266159790991	3.92296948525036	0.542042030825106	7.84044004680809	ENSG00000166780	BMERB1	protein_coding	bMERB domain containing 1 
3292	ENSG00000185482.8	STAC3	STAC3-202	12	 57243654	 57251185	-	2	8.1726104727915	0.00181260853183873	0.0152663868632624	1.66417871600388	4.32162343929226	14.4380681049503	ENSG00000185482	STAC3	protein_coding	SH3 and cysteine rich domain 3 
3294	ENSG00000008283.16	CYB561	CYB561-201	17	 63432304	 63446306	-	1	5.57724076387381	0.00181192534381977	0.0152663868632624	1.03631531985978	7.92264760291744	16.608793753028	ENSG00000008283	CYB561	protein_coding	cytochrome b561 
3295	ENSG00000072858.11	SIDT1	SIDT1-201	3	113532555	113629575	+	1	6.27136328040103	0.00180957804196457	0.0152663868632624	-1.11519661663854	20.4109013946841	9.85836429327329	ENSG00000072858	SIDT1	protein_coding	SID1 transmembrane family member 1 
3297	ENSG00000137267.7	TUBB2A	TUBB2A-201	6	  3153666	  3157544	-	1	7.09179968635906	0.00182307929855243	0.0153120845971252	1.1560550340335	30.3881819425054	74.11161881427	ENSG00000137267	TUBB2A	protein_coding	tubulin beta 2A class IIa 
3307	ENSG00000078401.7	EDN1	EDN1-201	6	 12290361	 12297194	+	1	4.3897751205507	0.00184046741526849	0.01542045566294	-1.51986599987614	4.68385611286966	1.48082313940747	ENSG00000078401	EDN1	protein_coding	endothelin 1 
3318	ENSG00000143184.5	XCL1	XCL1-201	1	168576605	168582069	+	1	3.97514242304528	0.00186017635940865	0.0155476977074074	-3.75456143185904	15.9274972389996	1.32420092539623	ENSG00000143184	XCL1	protein_coding	X-C motif chemokine ligand 1 
3332	ENSG00000140284.11	SLC27A2	SLC27A2-201	15	 50182196	 50236385	+	1	4.4557422968434	0.00190023519554992	0.015805665973308	-1.83286662916674	5.90250930838886	1.72560835473462	ENSG00000140284	SLC27A2	protein_coding	solute carrier family 27 member 2 
3333	ENSG00000158158.12	CNNM4	CNNM4-201	2	 96760902	 96811874	+	1	6.22670981364252	0.00190377233254585	0.0158223270248815	-1.12593128623387	10.3651292419956	5.2934185413272	ENSG00000158158	CNNM4	protein_coding	cyclin and CBS domain divalent metal cation transport mediator 4 
3334	ENSG00000268119.8			19	 21448051	 21463886	-	1	2.51697178829271	0.00190669354338899	0.0158338463820564	3.39856350075617	0.805236880117959	8.19217923940126	ENSG00000268119		lncRNA	novel transcript
3340	ENSG00000158106.14	RHPN1	RHPN1-201	8	143368876	143384221	+	2	6.88330735153247	0.00193176736995834	0.0160034125732934	-2.1500153473572	8.05306354941218	1.87439516768157	ENSG00000158106	RHPN1	protein_coding	rhophilin Rho GTPase binding protein 1 
3353	ENSG00000183054.13	RGPD6	RGPD6-214	2	110513963	110610840	-	1	6.77332733614143	0.00195811840269163	0.0161568839808047	1.76915609322714	7.1944033882985	22.9090075997298	ENSG00000183054	RGPD6	protein_coding	RANBP2 like and GRIP domain containing 6 
3360	ENSG00000100036.13	SLC35E4	SLC35E4-201	22	 30635781	 30647893	+	1	5.28104593736277	0.0019707683180104	0.0162352271820761	1.30135684178156	3.47174663504073	8.18182135919874	ENSG00000100036	SLC35E4	protein_coding	solute carrier family 35 member E4 
3382	ENSG00000110237.5	ARHGEF17	ARHGEF17-201	11	 73308276	 73369388	+	1	5.16580866802652	0.00204988195748992	0.0168064248883554	1.75643694215367	1.34174794428443	2.8849028348529	ENSG00000110237	ARHGEF17	protein_coding	Rho guanine nucleotide exchange factor 17 
3391	ENSG00000263917.1			18	 32018829	 32111779	+	1	1.30464571716466	0.00206668862402358	0.0168905122568773	7.2001447310024	0	4.12472146983318	ENSG00000263917		lncRNA	novel transcript
3411	ENSG00000272602.6	ZNF595	ZNF595-201	4	    53329	    60514	+	2	4.60518783849162	0.00211835432532976	0.0172037059145284	2.27754547647688	2.08774502905009	11.0458441574807	ENSG00000272602	ZNF595	protein_coding	zinc finger protein 595 
3424	ENSG00000130787.14	HIP1R	HIP1R-201	12	122835457	122862961	+	1	5.88121572075954	0.00217165342444538	0.0175398852151368	-1.26009431524199	15.0342502365447	6.17452192174065	ENSG00000130787	HIP1R	protein_coding	huntingtin interacting protein 1 related 
3442	ENSG00000167693.17	NXN	NXN-201	17	   799310	   979776	-	1	3.93784677342521	0.00219833205364892	0.017713747501043	4.30136542486547	0.642210646430987	14.0251612683201	ENSG00000167693	NXN	protein_coding	nucleoredoxin 
3453	ENSG00000134533.6	RERG	RERG-201	12	 15107783	 15221417	-	1	4.88114814044811	0.00222045348938131	0.0178501615662344	1.99996009889794	2.87147005166497	9.7632621909561	ENSG00000134533	RERG	protein_coding	RAS like estrogen regulated growth inhibitor 
3465	ENSG00000263873.1	THY1-AS1	THY1-AS1-201	11	119417951	119419114	+	1	2.96520116114511	0.00224706146312866	0.0180328587290748	4.45349252666851	0.676829934968134	12.2453012025002	ENSG00000263873	THY1-AS1	lncRNA	THY1 antisense RNA 1 
3480	ENSG00000253250.3	C8orf88	C8orf88-201	8	 90958471	 90985238	-	1	4.6293746600701	0.00225780985084	0.0180586099727761	1.23080806994944	4.67760336845337	12.1501864246666	ENSG00000253250	C8orf88	protein_coding	chromosome 8 open reading frame 88 
3481	ENSG00000156535.15	CD109	CD109-201	6	 73696203	 73828313	+	1	3.86730553345307	0.00227094044708986	0.0181428968019247	4.70881367259471	0.166978079813644	4.44393899754072	ENSG00000156535	CD109	protein_coding	CD109 molecule 
3482	ENSG00000234918.1			10	 37240887	 37242049	+	1	1.6086415567734	0.00227495589807604	0.018160909545477	6.65811205251591	0	14.8721290330003	ENSG00000234918		lncRNA	novel transcript
3483	ENSG00000135838.14	NPL	NPL-203	1	182789773	182830384	+	1	5.1709358320212	0.00227673385914879	0.018161046421702	1.36815208446996	7.71924488698272	17.9825141558177	ENSG00000135838	NPL	protein_coding	N-acetylneuraminate pyruvate lyase 
3505	ENSG00000144668.12	ITGA9	ITGA9-201	3	 37452141	 37823507	+	1	3.99322390114797	0.00230508082856572	0.0183022353085657	-6.10771585044001	5.78189220724051	0.0977570764393295	ENSG00000144668	ITGA9	protein_coding	integrin subunit alpha 9 
3534	ENSG00000027697.16	IFNGR1	IFNGR1-201	6	137197485	137219385	-	2	11.4355852186749	0.0023694004086813	0.0186834830390971	-1.01971914711018	66.1240700647466	36.036539106521	ENSG00000027697	IFNGR1	protein_coding	interferon gamma receptor 1 
3561	ENSG00000256484.1			12	131366660	131371059	+	1	1.20257839761331	0.00243970092116505	0.0190918628990108	7.23454108988729	0	5.59956753171309	ENSG00000256484		lncRNA	novel transcript
3571	ENSG00000047648.23	ARHGAP6	ARHGAP6-205	X	 11137543	 11427773	-	1	4.00885210515049	0.00244742263223572	0.0191232704764236	2.13524613059041	1.31405557808535	5.18648823184646	ENSG00000047648	ARHGAP6	protein_coding	Rho GTPase activating protein 6 
3572	ENSG00000135454.14	B4GALNT1	B4GALNT1-201	12	 57623409	 57633201	-	1	3.2319082520148	0.00246177595542864	0.0192208608662309	3.85641646484383	0.463728660858917	6.19535468945468	ENSG00000135454	B4GALNT1	protein_coding	beta-1,4-N-acetyl-galactosaminyltransferase 1 
3576	ENSG00000290596.1			2	130416755	130427986	-	1	4.37706423326754	0.00247470197835821	0.0192925746067926	1.42741152562714	3.36583915890582	10.3468203988691	ENSG00000290596		lncRNA	novel transcript
3598	ENSG00000157782.10	CABP1	CABP1-201	12	120650085	120667032	+	2	7.48341767721191	0.00252833460744136	0.0195922187386553	1.99659253217542	2.95719043545275	11.4296218646678	ENSG00000157782	CABP1	protein_coding	calcium binding protein 1 
3600	ENSG00000129195.16	PIMREG	PIMREG-201	17	  6444441	  6451065	+	2	7.19954295496022	0.00253199817640822	0.0196058777713771	1.71675053399165	5.80850545838422	19.9655666262184	ENSG00000129195	PIMREG	protein_coding	PICALM interacting mitotic regulator 
3602	ENSG00000227115.10	LINC01630	LINC01630-209	18	 51392005	 51465714	+	1	1.13195259151304	0.00255087469165799	0.0197068068855865	5.77495742469303	0.0846271897468445	4.58087909310498	ENSG00000227115	LINC01630	lncRNA	long intergenic non-protein coding RNA 1630 
3618	ENSG00000249184.2			4	151799430	151833097	+	1	1.84439316267705	0.00258453579208417	0.0198932105668329	5.73593562858153	0.190598969128443	9.26938074461555	ENSG00000249184		lncRNA	novel transcript
3619	ENSG00000015568.13	RGPD5	RGPD5-201	2	109794305	109857705	+	1	2.67811786271465	0.00259146718085887	0.0199316871762702	1.5248227718916	2.04321203712386	6.86679822740817	ENSG00000015568	RGPD5	protein_coding	RANBP2 like and GRIP domain containing 5 
3630	ENSG00000155719.18	OTOA	OTOA-203	16	 21704963	 21760728	+	1	3.0948130185114	0.00262167123035337	0.0200741774831957	4.17834428641734	0.228005298975262	4.05012183241158	ENSG00000155719	OTOA	protein_coding	otoancorin 
3631	ENSG00000178234.13	GALNT11	GALNT11-205	7	152025674	152122340	+	1	3.64099941920086	0.00262020562545875	0.0200741774831957	-4.64656571922272	11.7210988665518	0.581683151620554	ENSG00000178234	GALNT11	protein_coding	polypeptide N-acetylgalactosaminyltransferase 11 
3632	ENSG00000166394.15	CYB5R2	CYB5R2-201	11	  7665104	  7673500	-	1	5.09975228395871	0.00263264799879825	0.0201432725961463	1.30024758396535	6.02679896290827	14.1338058376744	ENSG00000166394	CYB5R2	protein_coding	cytochrome b5 reductase 2 
3633	ENSG00000105246.6	EBI3	EBI3-201	19	  4229523	  4237528	+	1	7.98786535415134	0.00264562813454112	0.0202275823422217	1.04936837374958	123.034179257886	236.548462839715	ENSG00000105246	EBI3	protein_coding	Epstein-Barr virus induced 3 
3657	ENSG00000221867.9	MAGEA3	MAGEA3-201	X	152698794	152702347	+	1	2.30837511149831	0.00270880357201346	0.0205582045928969	5.55576220489681	0.0879848048474288	3.59480582905454	ENSG00000221867	MAGEA3	protein_coding	MAGE family member A3 
3665	ENSG00000137331.12	IER3	IER3-201	6	 30743199	 30744547	-	2	12.4021987730628	0.002753110138663	0.020833145979582	1.11106299239283	64.8100960723389	136.877297755799	ENSG00000137331	IER3	protein_coding	immediate early response 3 
3669	ENSG00000205628.5	LINC01446	LINC01446-228	7	 53764481	 53811928	-	1	2.70032854974654	0.00277624331939584	0.0209774165540283	5.09636558949202	0.130027961840536	5.25754578849405	ENSG00000205628	LINC01446	lncRNA	long intergenic non-protein coding RNA 1446 
3686	ENSG00000177675.9	CD163L1	CD163L1-210	12	  7355042	  7368970	-	1	1.56421239550013	0.002793605226259	0.0210315651851353	5.51218792294086	0.286474728075484	12.44994834039	ENSG00000177675	CD163L1	protein_coding	CD163 molecule like 1 
3687	ENSG00000163364.12	LINC01116	LINC01116-201	2	176629572	176637931	-	2	4.95107026233721	0.00279677797403601	0.0210400933801659	2.8456807134676	0.68311758131496	7.06382109946622	ENSG00000163364	LINC01116	lncRNA	long intergenic non-protein coding RNA 1116 
3729	ENSG00000251129.3	LINC02506	LINC02506-212	4	 31997382	 32192716	+	1	1.32674135355398	0.00287081383339085	0.0213906291082121	6.04039076549637	0.0907422690130567	7.27457209655721	ENSG00000251129	LINC02506	lncRNA	long intergenic non-protein coding RNA 2506 
3732	ENSG00000261804.3			16	 53378456	 53384745	+	2	7.19778116702119	0.00290504406192662	0.0215558449314469	2.09337590847548	3.00602606643936	12.4244294649925	ENSG00000261804		lncRNA	novel transcript
3741	ENSG00000235366.3	LINC01055	LINC01055-201	13	 45680182	 45701187	-	1	5.65685525620196	0.00294841898469505	0.0217992784287776	-1.03035876610782	16.1573117818272	6.45696192783105	ENSG00000235366	LINC01055	lncRNA	long intergenic non-protein coding RNA 1055 
3756	ENSG00000111666.11	CHPT1	CHPT1-201	12	101697640	101729074	+	1	5.37693189314755	0.00298713849030298	0.021983759906719	1.06087563400638	11.2201945733148	23.1904379999412	ENSG00000111666	CHPT1	protein_coding	choline phosphotransferase 1 
3762	ENSG00000146278.11	PNRC1	PNRC1-201	6	 89080751	 89085160	+	3	14.0260160185621	0.00298829080756448	0.021983759906719	-1.36625400306879	37.3170787629235	16.3447066231025	ENSG00000146278	PNRC1	protein_coding	proline rich nuclear receptor coactivator 1 
3767	ENSG00000165312.7	OTUD1	OTUD1-201	10	 23439075	 23442377	+	1	4.59194930420664	0.00301241847966681	0.0221139389318744	1.31506808331439	1.14153213628765	3.40296683776938	ENSG00000165312	OTUD1	protein_coding	OTU deubiquitinase 1 
3768	ENSG00000148200.17	NR6A1	NR6A1-205	9	124517275	124771311	-	1	6.16177890281708	0.00301172475104977	0.0221139389318744	1.04202400990452	3.65367678598749	8.04746753868618	ENSG00000148200	NR6A1	protein_coding	nuclear receptor subfamily 6 group A member 1 
3769	ENSG00000253958.2	CLDN23	CLDN23-201	8	  8701937	  8704096	+	1	2.15306800571605	0.00301785918793618	0.0221223878211611	-4.64022986980488	2.10533367762993	0	ENSG00000253958	CLDN23	protein_coding	claudin 23 
3770	ENSG00000091656.19	ZFHX4	ZFHX4-214	8	 76681247	 76867281	+	1	5.2320676684756	0.00301704613002775	0.0221223878211611	-1.26598316737572	3.64880044815005	1.52558631846409	ENSG00000091656	ZFHX4	protein_coding	zinc finger homeobox 4 
3771	ENSG00000126262.5	FFAR2	FFAR2-202	19	 35448257	 35451767	+	1	2.66874577195116	0.00302510252501965	0.0221597353998953	-1.94714044286179	5.44512644571302	0.786316907969119	ENSG00000126262	FFAR2	protein_coding	free fatty acid receptor 2 
3772	ENSG00000135643.5	KCNMB4	KCNMB4-201	12	 70366290	 70434292	+	2	8.63156099889727	0.00302857798404337	0.022160375049988	1.17900148242615	4.9468961654336	12.5138549263431	ENSG00000135643	KCNMB4	protein_coding	potassium calcium-activated channel subfamily M regulatory beta subunit 4 
3788	ENSG00000110076.21	NRXN2	NRXN2-212	11	 64651279	 64656120	-	1	1.29375804060747	0.00309330620057332	0.0225313277914641	4.24708769197227	0.34546589830852	11.3199512866468	ENSG00000110076	NRXN2	protein_coding	neurexin 2 
3790	ENSG00000146192.15	FGD2	FGD2-201	6	 37005655	 37029069	+	4	16.4877303486327	0.00308951531584051	0.0225313277914641	-1.21570493983055	30.5890387296524	15.6744241932295	ENSG00000146192	FGD2	protein_coding	FYVE, RhoGEF and PH domain containing 2 
3797	ENSG00000134698.11	AGO4	AGO4-201	1	 35808016	 35857890	+	1	5.60647913341329	0.00310878854883472	0.022612161560424	-1.01165704501756	5.8585463267157	2.18429978671565	ENSG00000134698	AGO4	protein_coding	argonaute RISC component 4 
3802	ENSG00000135046.14	ANXA1	ANXA1-201	9	 73151865	 73170393	+	1	6.49741441815292	0.00313450772529701	0.0227510997035281	-1.77217678327767	67.7658409346161	22.9617172810164	ENSG00000135046	ANXA1	protein_coding	annexin A1 
3806	ENSG00000160179.19	ABCG1	ABCG1-203	21	 42219118	 42297244	+	2	7.08268747031973	0.00318371956384742	0.0230758141823768	-1.97382858463377	18.7169373465003	4.02524458873311	ENSG00000160179	ABCG1	protein_coding	ATP binding cassette subfamily G member 1 
3902	ENSG00000184524.6	CEND1	CEND1-201	11	   787115	   790090	-	1	3.92654129673988	0.00340575142610457	0.0241754440528854	1.80115882492396	1.29402200794673	4.52270592133744	ENSG00000184524	CEND1	protein_coding	cell cycle exit and neuronal differentiation 1 
3914	ENSG00000179934.7	CCR8	CCR8-201	3	 39329709	 39333680	+	1	2.75417221620437	0.00344591485254705	0.0243766569198699	4.42491903522114	0.213528406027358	5.44145184447655	ENSG00000179934	CCR8	protein_coding	C-C motif chemokine receptor 8 
3917	ENSG00000130958.13	SLC35D2	SLC35D2-201	9	 96320710	 96383711	-	1	2.12855870907604	0.00345476853222316	0.0244058100283217	-1.49664566001902	3.06500034836163	1.06592903787464	ENSG00000130958	SLC35D2	protein_coding	solute carrier family 35 member D2 
3919	ENSG00000135749.19	PCNX2	PCNX2-201	1	232983435	233295725	-	1	5.68103008066293	0.00345948456563922	0.0244074375139504	1.18664901993649	5.16432938646532	11.1689484755456	ENSG00000135749	PCNX2	protein_coding	pecanex 2 
3959	ENSG00000179331.3	RAB39A	RAB39A-201	11	107928448	107963482	+	1	5.23978550343756	0.00354493729471949	0.0247043805795519	1.56862401433573	3.4951823783662	9.73452726427188	ENSG00000179331	RAB39A	protein_coding	RAB39A, member RAS oncogene family 
3962	ENSG00000106546.14	AHR	AHR-201	7	 17298652	 17346147	+	1	5.79185957385134	0.00357771778098466	0.0249111989928892	1.18043064711116	3.28008624957199	7.77289832390961	ENSG00000106546	AHR	protein_coding	aryl hydrocarbon receptor 
3976	ENSG00000180573.10	H2AC6	H2AC6-201	6	 26124145	 26139116	+	3	11.974235975161	0.00361258972100433	0.0250573304522116	-1.39252354513022	29.3473201822614	17.4245247024093	ENSG00000180573	H2AC6	protein_coding	H2A clustered histone 6 
3982	ENSG00000232629.9	HLA-DQB2	HLA-DQB2-230	6	 32756388	 32763466	-	2	9.06900575162726	0.00364085250783595	0.0252025186347785	1.38286103197874	14.5952662056144	35.8651648107987	ENSG00000232629	HLA-DQB2	protein_coding	major histocompatibility complex, class II, DQ beta 2 
4020	ENSG00000125170.11	DOK4	DOK4-201	16	 57471922	 57486493	-	1	4.15851077674003	0.00379993045845498	0.026041516776415	2.31333889836039	1.55748826782276	7.01487248320505	ENSG00000125170	DOK4	protein_coding	docking protein 4 
