seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr6	127530216	127530560	345	*	peak_30117	-1.38918965697801	3.12201287111988e-08	140	266	Intron (ENST00000498112.1/352999, intron 3 of 4)	6	127519455	127578707	59253	1	352999	ENST00000498112.1	10761	ENSG00000184530	C6orf58	chromosome 6 open reading frame 58	NA	NA	NA	NA	NA
chr20	54688468	54688856	389	*	peak_22050	-1.32543962994181	3.12300541417996e-08	142	292	Distal Intergenic	20	54554933	54555557	625	1	55816	ENST00000484860.1	133535	ENSG00000101134	DOK5	docking protein 5	NA	NA	NA	NA	NA
chr14	64221155	64222050	896	*	peak_9555	1.03963352280768	3.14000669529102e-08	594	208	3' UTR	14	64218232	64223380	5149	1	23224	ENST00000554928.1	2923	ENSG00000054654	SYNE2	spectrin repeat containing nuclear envelope protein 2	NA	NA	NA	NA	NA
chr4	8182653	8183544	892	*	peak_27445	1.06094189066313	3.17579193059193e-08	542	140	Promoter (<=1kb)	4	8182075	8240955	58881	1	54436	ENST00000508641.2	578	ENSG00000125089	SH3TC1	SH3 domain and tetratricopeptide repeats 1	NA	NA	NA	NA	NA
chr8	71115351	71115713	363	*	peak_32487	-1.31568096827171	3.19724756916124e-08	114	202	Intron (ENST00000647843.1/105375894, intron 3 of 8)	8	71155441	71162767	7327	1	124901959	ENST00000521084.2	-39728	NA	LOC124901959	uncharacterized LOC124901959	NA	NA	NA	NA	NA
chr8	27232828	27233228	401	*	peak_32180	-1.24391058852013	3.23064184959166e-08	242	284	Distal Intergenic	8	27241168	27258398	17231	2	81551	ENST00000522750.1	25170	ENSG00000015592	STMN4	stathmin 4	NA	NA	NA	NA	NA
chr15	78774199	78775424	1226	*	peak_11095	1.13952202268441	3.23876214585301e-08	538	144	Exon (ENST00000388820.5/11173, exon 12 of 24)	15	78763951	78765113	1163	2	11173	ENST00000569934.1	-9086	ENSG00000136378	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	NA	NA	NA	NA	NA
chr2	44178972	44179265	294	*	peak_18879	-1.13104877774087	3.24136643235518e-08	162	252	Intron (ENST00000419807.5/5495, intron 2 of 5)	2	44168910	44231472	62563	1	5495	ENST00000345249.8	10062	ENSG00000138032	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B	NA	NA	NA	NA	NA
chr5	118396903	118397339	437	*	peak_28436	-1.36013722789329	3.2816376734022e-08	146	280	Intron (ENST00000660173.1/101927280, intron 5 of 6)	5	118350966	118381755	30790	2	101927280	ENST00000736433.1	-15148	NA	LINC02208	long intergenic non-protein coding RNA 2208	NA	NA	NA	NA	NA
chr1	147715065	147715431	367	*	peak_2463	-1.24150325160539	3.3246100904801e-08	194	256	Intron (ENST00000721954.1/105371230, intron 2 of 3)	1	147698699	147738753	40055	2	105371230	ENST00000721954.1	23322	NA	LOC105371230	uncharacterized LOC105371230	NA	NA	NA	NA	NA
chr19	43286050	43286487	438	*	peak_17580	-1.12690283058093	3.3733375240024e-08	206	262	Distal Intergenic	19	43253282	43269530	16249	2	5678	ENST00000270077.8	-16520	ENSG00000183668	PSG9	pregnancy specific beta-1-glycoprotein 9	NA	NA	NA	NA	NA
chr1	118049770	118050155	386	*	peak_2431	-1.3326038263399	3.39845077179468e-08	140	254	Intron (ENST00000336338.10/200162, intron 20 of 48)	1	118025264	118040767	15504	2	200162	ENST00000470550.1	-9003	ENSG00000155761	SPAG17	sperm associated antigen 17	NA	NA	NA	NA	NA
chr7	67484121	67484425	305	*	peak_31399	-1.04966395949073	3.39845077179468e-08	264	404	Distal Intergenic	7	67599119	67604980	5862	2	105375340	ENST00000828072.1	120555	NA	LOC105375340	uncharacterized LOC105375340	NA	NA	NA	NA	NA
chr2	9795177	9796726	1550	*	peak_18172	1.02670760005107	3.40292811438614e-08	1026	298	Distal Intergenic	2	9805308	9805854	547	2	105373421	ENST00000779615.1	9128	ENSG00000301544	LOC105373421	uncharacterized LOC105373421	NA	NA	NA	NA	NA
chr20	52606537	52606901	365	*	peak_22029	-1.00232341756946	3.42989246779839e-08	228	332	Intron (ENST00000765388.1/105372666, intron 6 of 11)	20	52613317	52628691	15375	1	101927700	ENST00000765437.1	-6416	ENSG00000234948	LINC01524	long intergenic non-protein coding RNA 1524	NA	NA	NA	NA	NA
chr7	7900250	7900565	316	*	peak_30846	-1.36561771521933	3.4693839367232e-08	96	168	Intron (ENST00000469183.5/729852, intron 4 of 4)	7	7949835	7968599	18765	2	100505921	ENST00000451066.2	68034	NA	GLCCI1-DT	GLCCI1 divergent transcript	NA	NA	NA	NA	NA
chr3	41569775	41570281	507	*	peak_25436	-1.24303567274743	3.51332633248878e-08	162	282	Intron (ENST00000301831.9/54986, intron 31 of 36)	3	41800133	41854911	54779	2	54986	ENST00000460406.1	284630	ENSG00000168038	ULK4	unc-51 like kinase 4	NA	NA	NA	NA	NA
chr10	24921384	24921711	328	*	peak_3587	-1.03815726933763	3.53022390498454e-08	268	336	Intron (ENST00000320152.11/56952, intron 3 of 8)	10	24952273	24953524	1252	1	79896	ENST00000610158.2	-30562	ENSG00000185875	THNSL1	threonine synthase like 1	NA	NA	NA	NA	NA
chr16	86871104	86871699	596	*	peak_13235	-1.1820876967941	3.62403104432496e-08	210	358	Intron (ENST00000836710.1/ENST00000836710.1, intron 2 of 2)	16	86764298	86771041	6744	1	107984819	ENST00000658013.1	106806	NA	LOC107984819	uncharacterized LOC107984819	NA	NA	NA	NA	NA
chr20	59381086	59381979	894	*	peak_22180	1.22457771237522	3.62784235452064e-08	418	112	Distal Intergenic	20	59301521	59324572	23052	1	1908	ENST00000672969.1	79565	ENSG00000124205	EDN3	endothelin 3	NA	NA	NA	NA	NA
chr11	57490465	57490850	386	*	peak_6204	-1.09276913583004	3.66349850246381e-08	190	250	Intron (ENST00000278426.8/8501, intron 11 of 14)	11	57491253	57494520	3268	2	8501	ENST00000529452.5	3670	ENSG00000149150	SLC43A1	solute carrier family 43 member 1	NA	NA	NA	NA	NA
chr20	46178675	46179251	577	*	peak_21793	1.21979279923931	3.75450471324591e-08	388	114	Intron (ENST00000537909.4/64405, intron 10 of 11)	20	46203867	46207138	3272	1	124904916	ENST00000759763.1	-24616	NA	LOC124904916	uncharacterized LOC124904916	NA	NA	NA	NA	NA
chr1	53660411	53661412	1002	*	peak_1972	1.07621592577858	3.81634790567296e-08	530	204	Intron (ENST00000312233.4/148979, intron 1 of 9)	1	53506237	53734204	227968	2	148979	ENST00000312233.4	72792	ENSG00000174332	GLIS1	GLIS family zinc finger 1	NA	NA	NA	NA	NA
chr9	38205194	38205578	385	*	peak_34072	-1.03901465856819	3.84995061632294e-08	242	310	Intron (ENST00000788307.1/107987064, intron 1 of 1)	9	38201960	38227014	25055	2	107987064	ENST00000788314.1	21436	NA	LOC107987064	uncharacterized LOC107987064	NA	NA	NA	NA	NA
chr9	126976580	126977006	427	*	peak_34657	-1.15810683973958	3.8510170076419e-08	182	310	Intron (ENST00000424082.6/9649, intron 3 of 17)	9	126962225	127217812	255588	1	9649	ENST00000373434.5	14355	ENSG00000136828	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	NA	NA	NA	NA	NA
chr11	15745266	15745668	403	*	peak_5879	-1.00173277539861	3.87715093474616e-08	212	250	Intron (ENST00000727853.1/105376567, intron 1 of 8)	11	15701248	15758761	57514	2	105376567	ENST00000727853.1	13093	ENSG00000254645	LOC105376567	uncharacterized LOC105376567	NA	NA	NA	NA	NA
chr2	68898263	68898706	444	*	peak_19064	-1.07699829439334	3.89548371810601e-08	248	342	Distal Intergenic	2	68860909	68871397	10489	2	27302	ENST00000295379.2	-26866	ENSG00000163217	BMP10	bone morphogenetic protein 10	NA	NA	NA	NA	NA
chr1	220342950	220343419	470	*	peak_3263	-1.03333332794623	3.90340349426299e-08	212	276	Distal Intergenic	1	220150135	220272529	122395	2	25782	ENST00000687065.1	-70421	ENSG00000118873	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	NA	NA	NA	NA	NA
chr2	134167135	134167419	285	*	peak_20158	-1.40235464926715	3.90340349426299e-08	110	216	Intron (ENST00000481801.5/4249, intron 1 of 1)	2	134127125	134127192	68	1	100500878	ENST00000581102.1	40010	ENSG00000263813	MIR3679	microRNA 3679	NA	NA	NA	NA	NA
chr3	186938724	186939056	333	*	peak_26997	-1.12842216481509	3.90373009439288e-08	220	352	Intron (ENST00000676786.1/6480, intron 1 of 2)	3	186931352	187043043	111692	1	6480	ENST00000417392.5	7372	ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	NA	NA	NA	NA	NA
chr8	134998713	134999014	302	*	peak_33014	-1.11394094020773	3.97701293310139e-08	202	334	Distal Intergenic	8	134864991	134881900	16910	1	101927845	ENST00000771128.1	133722	ENSG00000253433	LOC101927845	uncharacterized LOC101927845	NA	NA	NA	NA	NA
chr9	121719256	121720297	1042	*	peak_34560	1.41349974780783	3.99990183422012e-08	460	120	Intron (ENST00000259371.7/153090, intron 3 of 16)	9	121737151	121785530	48380	1	153090	ENST00000648444.1	-16854	ENSG00000136848	DAB2IP	DAB2 interacting protein	NA	NA	NA	NA	NA
chr12	7834879	7835087	209	*	peak_7741	-1.39875173577673	4.05119957745678e-08	84	152	Intron (ENST00000340749.9/144195, intron 4 of 12)	12	7812513	7832816	20304	2	144195	ENST00000542546.5	-2063	ENSG00000173262	SLC2A14	solute carrier family 2 member 14	NA	NA	NA	NA	NA
chr8	118436800	118437222	423	*	peak_32664	-1.05377360173259	4.06073679745764e-08	352	566	Intron (ENST00000409003.5/401474, intron 3 of 4)	8	118197306	118439861	242556	2	401474	ENST00000453675.7	2639	ENSG00000177570	SAMD12	sterile alpha motif domain containing 12	NA	NA	NA	NA	NA
chr12	49917633	49918263	631	*	peak_8027	1.25817110707896	4.06706984528408e-08	338	96	Intron (ENST00000657051.1/101927292, intron 2 of 5)	12	49914719	49930326	15608	1	101927292	ENST00000667663.1	2914	ENSG00000257771	LINC02395	long intergenic non-protein coding RNA 2395	NA	NA	NA	NA	NA
chr12	28879420	28879751	332	*	peak_7879	-1.29116571550975	4.14623991267948e-08	154	206	Distal Intergenic	12	28793335	28795093	1759	2	105369711	ENST00000739915.1	-84327	NA	LOC105369711	uncharacterized LOC105369711	NA	NA	NA	NA	NA
chr18	49820321	49820634	314	*	peak_16403	-1.16769514328132	4.14658685672561e-08	142	170	Intron (ENST00000782331.1/103091864, intron 1 of 2)	18	49814361	49814443	83	1	677769	ENST00000516330.1	5960	ENSG00000267322	SCARNA17	small Cajal body-specific RNA 17	NA	NA	NA	NA	NA
chr5	34124363	34124733	371	*	peak_28197	-1.29822504546403	4.17756778770779e-08	146	184	Promoter (<=1kb)	5	33987174	34124528	137355	2	100534612	ENST00000382079.3	0	ENSG00000273294	C1QTNF3-AMACR	C1QTNF3-AMACR readthrough (NMD candidate)	NA	NA	NA	NA	NA
chr17	76789428	76789721	294	*	peak_15471	-1.26123902488957	4.26454570210219e-08	106	184	Distal Intergenic	17	76799044	76807102	8059	1	101928514	ENST00000585863.2	-9323	ENSG00000267065	LINC02080	long intergenic non-protein coding RNA 2080	NA	NA	NA	NA	NA
chr8	12000710	12001143	434	*	peak_32013	-1.07650463783716	4.26915002341924e-08	196	312	Promoter (<=1kb)	8	12000839	12003888	3050	1	105379245	ENST00000810794.1	0	NA	LOC105379245	uncharacterized LOC105379245	NA	NA	NA	NA	NA
chr3	12773773	12774096	324	*	peak_25074	-1.1511970987355	4.30105148005993e-08	142	220	Distal Intergenic	3	12734707	12769457	34751	2	55287	ENST00000264728.8	-4316	ENSG00000088726	TMEM40	transmembrane protein 40	NA	NA	NA	NA	NA
chr15	69719012	69719302	291	*	peak_10761	-1.10824687683013	4.36222184665169e-08	200	260	Intron (ENST00000647319.1/104472713, intron 7 of 11)	15	69692510	69695750	3241	1	104472713	ENST00000674248.1	26502	ENSG00000245750	PCAT29	prostate cancer associated transcript 29	NA	NA	NA	NA	NA
chr6	151475660	151476178	519	*	peak_30212	-1.13750243557344	4.36883381396782e-08	182	300	Distal Intergenic	6	151494017	151621193	127177	1	80129	ENST00000239374.8	-17839	ENSG00000120262	CCDC170	coiled-coil domain containing 170	NA	NA	NA	NA	NA
chr17	28631059	28631772	714	*	peak_13963	-1.10331336936332	4.41353204631644e-08	276	474	Promoter (1-2kb)	17	28632081	28633476	1396	2	9703	ENST00000582417.1	1704	ENSG00000007202	BLTP2	bridge-like lipid transfer protein family member 2	NA	NA	NA	NA	NA
chr7	70384903	70385205	303	*	peak_31421	-1.14136347500403	4.47097006828786e-08	158	246	Intron (ENST00000644939.1/26053, intron 4 of 18)	7	70316916	70437837	120922	1	26053	ENST00000475660.2	67987	ENSG00000158321	AUTS2	activator of transcription and developmental regulator AUTS2	NA	NA	NA	NA	NA
chr12	113870781	113871232	452	*	peak_8457	-1.19417518048797	4.49900904096169e-08	132	214	Exon (ENST00000671241.1/124903025, exon 2 of 2)	12	113863402	113871597	8196	1	124903025	ENST00000671241.1	7379	NA	LOC124903025	uncharacterized LOC124903025	NA	NA	NA	NA	NA
chr16	54721336	54721787	452	*	peak_12565	-1.08473185572075	4.4999178189986e-08	160	204	Distal Intergenic	16	54649398	54651821	2424	1	105371274	ENST00000763459.1	71938	NA	LOC105371274	uncharacterized LOC105371274	NA	NA	NA	NA	NA
chr5	17895702	17896070	369	*	peak_28169	-1.47142741327562	4.52076153635385e-08	148	336	Promoter (<=1kb)	5	17895992	17955837	59846	1	646241	ENST00000726176.1	0	ENSG00000249937	LINC02223	long intergenic non-protein coding RNA 2223	NA	NA	NA	NA	NA
chr5	177529893	177531255	1363	*	peak_29241	1.08154909595608	4.5450343358296e-08	456	128	Promoter (<=1kb)	5	177525054	177531834	6781	2	54540	ENST00000513502.1	579	ENSG00000146067	FAM193B	family with sequence similarity 193 member B	NA	NA	NA	NA	NA
chr20	33240929	33241368	440	*	peak_21561	-1.36320988342424	4.60771949775555e-08	118	294	Intron (ENST00000375422.6/51297, intron 5 of 8)	20	33235996	33243306	7311	1	51297	ENST00000354297.9	4933	ENSG00000198183	BPIFA1	BPI fold containing family A member 1	NA	NA	NA	NA	NA
chr22	30274100	30274796	697	*	peak_23785	1.06174900601906	4.62727417773083e-08	410	120	Intron (ENST00000827109.1/ENST00000827109.1, intron 1 of 1)	22	30262829	30266851	4023	2	5008	ENST00000215781.3	-7249	ENSG00000099985	OSM	oncostatin M	NA	NA	NA	NA	NA
chr1	15376934	15377270	337	*	peak_516	-1.14325147979386	4.67157104703384e-08	160	212	Promoter (1-2kb)	1	15375700	15400283	24584	1	114827	ENST00000477846.5	1234	ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1	NA	NA	NA	NA	NA
chr4	5366406	5366764	359	*	peak_27338	-1.3098291366491	4.69319470179337e-08	106	176	Intron (ENST00000282908.10/55351, intron 4 of 11)	4	5432286	5447330	15045	1	55351	ENST00000511959.1	-65522	ENSG00000152953	STK32B	serine/threonine kinase 32B	NA	NA	NA	NA	NA
chr14	98734625	98735134	510	*	peak_10032	-1.23783078840051	4.70011631676081e-08	124	192	Distal Intergenic	14	98711662	98716173	4512	1	283598	ENST00000546029.2	22963	ENSG00000176605	LINC02914	long intergenic non-protein coding RNA 2914	NA	NA	NA	NA	NA
chr16	77952345	77952687	343	*	peak_12996	-1.40078014511958	4.71615890862209e-08	132	262	Intron (ENST00000302536.3/57687, intron 7 of 8)	16	77935101	77949755	14655	2	105371351	ENST00000722771.1	-2590	NA	LOC105371351	uncharacterized LOC105371351	NA	NA	NA	NA	NA
chr3	186453490	186453802	313	*	peak_26990	-1.20337003417311	4.74388147392721e-08	130	206	Intron (ENST00000659303.1/107986164, intron 3 of 3)	3	186454987	186458460	3474	2	253573	ENST00000669782.1	4658	ENSG00000224406	LINC02052	long intergenic non-protein coding RNA 2052	NA	NA	NA	NA	NA
chrX	103031461	103031933	473	*	peak_35303	-1.39226207560234	4.76198238210103e-08	174	388	Distal Intergenic	23	103062651	103064171	1521	2	55859	ENST00000372728.4	32238	ENSG00000133169	BEX1	brain expressed X-linked 1	NA	NA	NA	NA	NA
chr4	86401878	86402122	245	*	peak_27737	-1.34277771288281	4.78966761998692e-08	118	228	Intron (ENST00000642035.1/5602, intron 1 of 12)	4	86016075	86384229	368155	2	5602	ENST00000641283.1	-17649	ENSG00000109339	MAPK10	mitogen-activated protein kinase 10	NA	NA	NA	NA	NA
chr16	80619771	80620148	378	*	peak_13020	-1.13897085955745	4.79275171984725e-08	212	352	Intron (ENST00000570137.7/124359, intron 4 of 6)	16	80632637	80633180	544	2	124359	ENST00000567924.1	13032	ENSG00000166446	CDYL2	chromodomain Y like 2	NA	NA	NA	NA	NA
chr22	44128096	44128774	679	*	peak_24475	-1.01884921404319	4.86361179418143e-08	308	420	Intron (ENST00000406477.7/29780, intron 5 of 13)	22	44136464	44139124	2661	1	29780	ENST00000495824.1	-7690	ENSG00000188677	PARVB	parvin beta	NA	NA	NA	NA	NA
chr5	146440240	146440632	393	*	peak_28876	-1.26805278446524	4.86938216063414e-08	138	268	Distal Intergenic	5	146447311	146480216	32906	1	10915	ENST00000507175.5	-6679	ENSG00000113649	TCERG1	transcription elongation regulator 1	NA	NA	NA	NA	NA
chr7	117229306	117229661	356	*	peak_31743	-1.39630006372126	4.86947066652766e-08	94	208	Intron (ENST00000393446.6/7982, intron 13 of 13)	7	117232519	117241505	8987	1	105375466	ENST00000796409.1	-2858	NA	LOC105375466	uncharacterized LOC105375466	NA	NA	NA	NA	NA
chr17	8488923	8489236	314	*	peak_13617	-1.17693297956396	4.87189423504487e-08	136	202	Promoter (<=1kb)	17	8474226	8488266	14041	2	4628	ENST00000685631.1	-657	ENSG00000133026	MYH10	myosin heavy chain 10	NA	NA	NA	NA	NA
chr16	82767826	82768280	455	*	peak_13063	-1.13583547491767	4.87231827557133e-08	178	274	Intron (ENST00000268613.14/1012, intron 2 of 14)	16	82773319	82829638	56320	1	101928446	ENST00000567359.1	-5039	ENSG00000260862	LOC101928446	uncharacterized LOC101928446	NA	NA	NA	NA	NA
chr22	34761065	34761466	402	*	peak_23908	-1.04290613281962	4.8783429399675e-08	306	470	Promoter (<=1kb)	22	34758828	34761376	2549	2	101926957	ENST00000801717.1	0	NA	LINC02885	long intergenic non-protein coding RNA 2885	NA	NA	NA	NA	NA
chr22	48318345	48319247	903	*	peak_24746	1.12234670485242	4.89857688470976e-08	424	158	Distal Intergenic	22	48340001	48340773	773	1	105373080	ENST00000762035.1	-20754	ENSG00000299267	LOC105373080	uncharacterized LOC105373080	NA	NA	NA	NA	NA
chr21	32456200	32456700	501	*	peak_22653	-1.11000448502195	4.92161313347953e-08	200	326	Intron (ENST00000469079.5/59271, intron 2 of 3)	21	32452185	32515389	63205	1	59271	ENST00000464037.5	4015	ENSG00000166979	EVA1C	eva-1 homolog C	NA	NA	NA	NA	NA
chr12	56830884	56831375	492	*	peak_8206	-1.16846245473174	4.93937072891365e-08	240	384	Intron (ENST00000557452.1/ENST00000557452.1, intron 1 of 1)	12	56861375	56861508	134	1	124900330	ENST00000391081.1	-30000	ENSG00000212383	LOC124900330	small nucleolar RNA SNORA48	NA	NA	NA	NA	NA
chr9	86569153	86569598	446	*	peak_34174	-1.07864997444604	4.96625862502746e-08	350	558	Intron (ENST00000739809.1/ENST00000739809.1, intron 1 of 2)	9	86590084	86635917	45834	1	105376123	ENST00000739590.1	-20486	NA	LOC105376123	uncharacterized LOC105376123	NA	NA	NA	NA	NA
chr13	93847218	93847508	291	*	peak_9132	-1.28060069146174	4.98050895696575e-08	108	158	Intron (ENST00000377047.9/10082, intron 3 of 8)	13	93818424	93836144	17721	2	100873973	ENST00000445540.1	-11074	NA	GPC6-AS2	GPC6 antisense RNA 2	NA	NA	NA	NA	NA
chr5	71700668	71701022	355	*	peak_28335	-1.24998223710338	5.02661444173053e-08	138	246	Distal Intergenic	5	71719275	71721045	1771	1	9607	ENST00000296777.5	-18253	ENSG00000164326	CARTPT	CART prepropeptide	NA	NA	NA	NA	NA
chr1	212237565	212237965	401	*	peak_3240	-1.08877696850734	5.08827626669825e-08	208	346	Promoter (<=1kb)	1	212203205	212237721	34517	2	101929541	ENST00000771316.1	0	ENSG00000226251	LINC02608	long intergenic non-protein coding RNA 2608	NA	NA	NA	NA	NA
chr12	128817769	128818056	288	*	peak_8736	-1.15804770076236	5.09292929077036e-08	150	188	Promoter (1-2kb)	12	128814960	128819867	4908	2	121260	ENST00000535272.1	1811	ENSG00000139370	SLC15A4	solute carrier family 15 member 4	NA	NA	NA	NA	NA
chr2	143426371	143426663	293	*	peak_20183	-1.16590038683486	5.11861202474342e-08	176	218	Intron (ENST00000552641.5/55843, intron 6 of 7)	2	143435264	143437103	1840	1	55843	ENST00000548800.1	-8601	ENSG00000075884	ARHGAP15	Rho GTPase activating protein 15	NA	NA	NA	NA	NA
chr8	9926150	9926579	430	*	peak_31936	-1.12857096911856	5.16481398085051e-08	242	296	Intron (ENST00000843630.1/ENST00000843630.1, intron 1 of 1)	8	9912979	9919233	6255	2	124902057	ENST00000701445.2	-6917	NA	LOC124902057	uncharacterized LOC124902057	NA	NA	NA	NA	NA
chr3	123273284	123273684	401	*	peak_26298	-1.07711046619756	5.1947115850933e-08	196	318	3' UTR	3	123284446	123287111	2666	2	111	ENST00000478092.1	13427	ENSG00000173175	ADCY5	adenylate cyclase 5	NA	NA	NA	NA	NA
chr5	608038	608997	960	*	peak_27924	1.05549534714164	5.20295283802148e-08	544	144	Exon (ENST00000782915.1/ENST00000782915.1, exon 2 of 3)	5	609064	612193	3130	2	100996325	ENST00000782788.1	3196	NA	CEP72-DT	CEP72 divergent transcript	NA	NA	NA	NA	NA
chr8	18172949	18173422	474	*	peak_32030	-1.23671201280191	5.21648836797532e-08	134	248	Intron (ENST00000517441.5/9, intron 2 of 4)	8	18170477	18222754	52278	1	9	ENST00000517441.5	2472	ENSG00000171428	NAT1	N-acetyltransferase 1	NA	NA	NA	NA	NA
chr12	103925276	103925639	364	*	peak_8316	-1.12118024530988	5.23574667869917e-08	192	244	Exon (ENST00000548897.1/253724, exon 3 of 5)	12	103929300	103929961	662	2	253724	ENST00000848166.1	4322	ENSG00000214198	TTC41P	tetratricopeptide repeat domain 41, pseudogene	NA	NA	NA	NA	NA
chr5	119643588	119644272	685	*	peak_28442	-1.10920960365654	5.23735044187396e-08	290	442	Distal Intergenic	5	119629598	119635822	6225	1	340069	ENST00000335286.10	13990	ENSG00000164334	FAM170A	family with sequence similarity 170 member A	NA	NA	NA	NA	NA
chr16	77122517	77122866	350	*	peak_12989	-1.30993064994463	5.25133187349681e-08	104	192	Distal Intergenic	16	77007984	77108776	100793	2	124903724	ENST00000805261.1	-13741	NA	LOC124903724	uncharacterized LOC124903724	NA	NA	NA	NA	NA
chr14	97713087	97713388	302	*	peak_10028	-1.15477932495573	5.25249544457095e-08	148	178	Intron (ENST00000775600.1/105370651, intron 2 of 3)	14	97707769	97774213	66445	1	105370651	ENST00000775605.1	5318	NA	LOC105370651	uncharacterized LOC105370651	NA	NA	NA	NA	NA
chr11	71904319	71905197	879	*	peak_6902	-1.4849421026382	5.27819752962022e-08	188	478	Intron (ENST00000696863.1/122319435, intron 4 of 10)	11	71903660	71917238	13579	2	122319435	ENST00000528560.2	12041	ENSG00000289716	XNDC1N-ZNF705EP-ALG1L9P	XNDC1N-ZNF705EP-ALG1L9P readthrough	NA	NA	NA	NA	NA
chr2	2527185	2527465	281	*	peak_18045	-1.31023901551004	5.28583558938639e-08	156	300	Intron (ENST00000768624.1/ENST00000768624.1, intron 1 of 1)	2	2641989	2656630	14642	2	107985839	ENST00000414065.1	129165	NA	LOC107985839	uncharacterized LOC107985839	NA	NA	NA	NA	NA
chr2	191927398	191927657	260	*	peak_20288	-1.46766725049199	5.32263028486223e-08	70	148	Intron (ENST00000424116.8/105373813, intron 1 of 2)	2	191922546	192036829	114284	1	105373813	ENST00000428980.6	4852	NA	CAVIN2-AS1	CAVIN2 and TMEFF2 antisense RNA 1	NA	NA	NA	NA	NA
chr10	79610338	79611094	757	*	peak_4647	1.02531053260662	5.3797212606607e-08	592	202	Promoter (<=1kb)	10	79610939	79615440	4502	1	653509	ENST00000428376.6	0	ENSG00000122852	SFTPA1	surfactant protein A1	NA	NA	NA	NA	NA
chr2	14749892	14750414	523	*	peak_18305	-1.17726947664343	5.41011808099939e-08	178	306	Intron (ENST00000654007.1/ENST00000654007.1, intron 2 of 3)	2	14635496	14649641	14146	1	151354	ENST00000464947.1	114396	ENSG00000162981	LRATD1	LRAT domain containing 1	NA	NA	NA	NA	NA
chr5	169834638	169834894	257	*	peak_29111	-1.16922930203749	5.45583575144356e-08	142	194	Intron (ENST00000520908.7/1794, intron 26 of 51)	5	169779571	169875720	96150	1	1794	ENST00000696258.1	55067	ENSG00000134516	DOCK2	dedicator of cytokinesis 2	NA	NA	NA	NA	NA
chr1	109733233	109733520	288	*	peak_2235	-1.22906851003452	5.47340571037509e-08	194	304	Intron (ENST00000429410.2/124904258, intron 1 of 1)	1	109736975	109738143	1169	2	2947	ENST00000476321.5	4623	ENSG00000134202	GSTM3	glutathione S-transferase mu 3	NA	NA	NA	NA	NA
chr3	20305024	20305259	236	*	peak_25294	-1.20762986240689	5.51179788527378e-08	122	172	Intron (ENST00000634618.1/101927829, intron 4 of 16)	3	20342468	20350928	8461	1	101927829	ENST00000455626.1	-37209	ENSG00000231304	LOC101927829	uncharacterized LOC101927829	NA	NA	NA	NA	NA
chr5	15024045	15024386	342	*	peak_28144	-1.33567467223643	5.58784400056929e-08	100	212	Distal Intergenic	5	14970943	14992964	22022	1	107986376	ENST00000797471.1	53102	ENSG00000286441	LOC107986376	uncharacterized LOC107986376	NA	NA	NA	NA	NA
chr7	92402952	92403430	479	*	peak_31574	-1.04515981025018	5.64230053829362e-08	180	268	Distal Intergenic	7	92395869	92397837	1969	1	54467	ENST00000465883.1	7083	ENSG00000001629	ANKIB1	ankyrin repeat and IBR domain containing 1	NA	NA	NA	NA	NA
chr16	50447716	50448744	1029	*	peak_12528	1.13680684556245	5.7149142227626e-08	468	136	Exon (ENST00000809843.1/ENST00000809843.1, exon 1 of 4)	16	50407701	50408513	813	1	124903770	ENST00000567899.1	40015	ENSG00000260573	LOC124903770	uncharacterized LOC124903770	NA	NA	NA	NA	NA
chr10	14698493	14698819	327	*	peak_3537	-1.3190763075731	5.84804386544194e-08	140	274	Intron (ENST00000181796.7/83641, intron 1 of 4)	10	14652742	14661691	8950	1	105376429	ENST00000443282.1	45751	ENSG00000236495	LOC105376429	uncharacterized LOC105376429	NA	NA	NA	NA	NA
chr5	124930396	124930896	501	*	peak_28453	-1.21088662778513	5.85169592077375e-08	206	384	Intron (ENST00000825660.1/107986391, intron 1 of 2)	5	124952867	124973249	20383	1	124901055	ENST00000825674.1	-21971	NA	LOC124901055	uncharacterized LOC124901055	NA	NA	NA	NA	NA
chr12	111800872	111801450	579	*	peak_8414	-1.35505819838631	5.86850593501676e-08	148	298	Promoter (1-2kb)	12	111799834	111799905	72	1	102465456	ENST00000617899.1	1038	ENSG00000274697	MIR6761	microRNA 6761	NA	NA	NA	NA	NA
chr5	79346567	79346873	307	*	peak_28360	-1.18865883883614	5.86990472069155e-08	216	242	Distal Intergenic	5	79349353	79358937	9585	2	101929201	ENST00000750941.1	12064	NA	LOC101929201	uncharacterized LOC101929201	NA	NA	NA	NA	NA
