# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "SAF" "-a" "purple.AM.union.saf" "-o" "counts_featureCounts.txt" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam" 
Geneid	Chr	Start	End	Strand	Length	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam
peak_11740	chr5	57713386	57713993	.	608	216	308	324	612	638	402
peak_11741	chr5	59792850	59793339	.	490	172	302	314	386	430	328
peak_11742	chr5	59840090	59840569	.	480	202	270	304	342	422	272
peak_11743	chr5	60945352	60945950	.	599	392	724	766	484	702	414
peak_11744	chr5	61304514	61305228	.	715	462	606	732	652	744	544
peak_11745	chr5	61313991	61314234	.	244	154	438	262	310	396	266
peak_11746	chr5	61790545	61790970	.	426	158	260	308	296	362	294
peak_11747	chr5	61807987	61808428	.	442	132	82	80	302	240	190
peak_11748	chr5	61881313	61882040	.	728	374	456	624	524	566	408
peak_11749	chr5	61910415	61911088	.	674	162	254	264	404	676	418
peak_11750	chr5	62145349	62145816	.	468	112	180	138	330	406	252
peak_11751	chr5	64819457	64819879	.	423	104	150	162	258	372	220
peak_11752	chr5	65121926	65122274	.	349	114	172	152	224	308	210
peak_11753	chr5	65692879	65693210	.	332	84	234	252	326	468	266
peak_11754	chr5	65931872	65932280	.	409	88	200	140	222	272	144
peak_11755	chr5	66770266	66770725	.	460	330	492	452	416	620	444
peak_11756	chr5	68265427	68265729	.	303	152	202	180	190	216	180
peak_11757	chr5	68434004	68434592	.	589	540	1238	1018	672	992	668
peak_11758	chr5	68544934	68545334	.	401	246	338	358	344	344	256
peak_11759	chr5	68984151	68984468	.	318	82	128	118	164	258	156
peak_11760	chr5	69336055	69336659	.	605	400	640	724	574	844	648
peak_11761	chr5	71388304	71388607	.	304	88	106	106	186	226	156
peak_11762	chr5	71586991	71588097	.	1107	574	1164	1112	770	830	560
peak_11763	chr5	71891715	71892275	.	561	252	540	520	476	560	330
peak_11764	chr5	71892623	71893119	.	497	246	410	434	342	428	356
peak_11765	chr5	72661383	72661685	.	303	268	376	356	312	266	240
peak_11766	chr5	73160815	73161195	.	381	146	182	188	194	214	146
peak_11767	chr5	73448221	73449160	.	940	480	992	910	656	682	578
peak_11768	chr5	73454230	73454684	.	455	244	428	346	436	596	386
peak_11769	chr5	75601716	75602378	.	663	188	204	258	380	540	362
peak_11770	chr5	76805880	76806430	.	551	324	478	444	532	580	390
peak_11771	chr5	77367779	77368074	.	296	60	152	122	164	204	148
peak_11772	chr5	77782986	77783193	.	208	102	118	104	204	186	178
peak_11773	chr5	78534343	78534707	.	365	152	266	330	224	256	142
peak_11774	chr5	79346566	79346873	.	308	74	218	216	234	308	242
peak_11775	chr5	80399457	80399916	.	460	130	250	280	374	574	396
peak_11776	chr5	85452992	85453263	.	272	76	184	138	200	348	210
peak_11777	chr5	87524388	87524691	.	304	60	112	78	184	254	134
peak_11778	chr5	88251110	88251425	.	316	98	188	90	226	370	170
peak_11779	chr5	95632103	95632715	.	613	206	354	346	622	632	480
peak_11780	chr5	95673163	95673449	.	287	88	158	172	200	264	206
peak_11781	chr5	95739934	95740256	.	323	112	134	156	164	318	198
peak_11782	chr5	95817342	95817787	.	446	132	328	292	194	294	236
peak_11783	chr5	95843016	95843598	.	583	270	446	454	328	470	336
peak_11784	chr5	96822744	96823313	.	570	188	308	368	444	542	362
peak_11785	chr5	106397694	106398009	.	316	240	510	450	452	594	430
peak_11786	chr5	108720421	108720838	.	418	184	228	216	366	538	350
peak_11787	chr5	109308427	109308769	.	343	98	164	278	242	320	228
peak_11788	chr5	109553921	109554250	.	330	38	86	128	180	180	162
peak_11789	chr5	109900916	109901423	.	508	136	210	278	326	312	272
peak_11790	chr5	110845309	110845572	.	264	78	144	156	290	278	174
peak_11791	chr5	111550108	111550931	.	824	656	912	948	876	860	618
peak_11792	chr5	111676913	111677297	.	385	342	432	422	550	766	428
peak_11793	chr5	112172858	112173438	.	581	224	244	322	470	484	288
peak_11794	chr5	113039236	113039900	.	665	408	594	748	544	666	486
peak_11795	chr5	113047301	113047683	.	383	464	762	658	634	750	458
peak_11796	chr5	113093592	113093901	.	310	104	178	204	274	266	220
peak_11797	chr5	113612917	113613720	.	804	414	694	732	814	1130	722
peak_11798	chr5	113738094	113738380	.	287	94	146	148	188	244	202
peak_11799	chr5	113922358	113922753	.	396	154	282	250	410	562	408
peak_11800	chr5	114237824	114238153	.	330	178	292	386	464	624	388
peak_11801	chr5	114325522	114325906	.	385	170	244	272	326	488	324
peak_11802	chr5	114419850	114420220	.	371	80	152	220	246	390	298
peak_11803	chr5	115414320	115414833	.	514	406	626	528	780	818	528
peak_11804	chr5	115414906	115415478	.	573	720	1320	1266	1116	1442	1054
peak_11805	chr5	115419755	115420082	.	328	218	482	400	530	586	434
peak_11806	chr5	115776083	115776404	.	322	232	168	240	286	310	214
peak_11807	chr5	116544946	116545361	.	416	104	132	98	226	260	182
peak_11808	chr5	116858404	116859042	.	639	184	288	312	522	496	370
peak_11809	chr5	118405690	118406144	.	455	178	490	560	352	344	288
peak_11810	chr5	119032616	119032962	.	347	210	316	360	352	428	290
peak_11811	chr5	119070432	119071847	.	1416	1292	2616	2692	1636	2138	1536
peak_11812	chr5	119315559	119315845	.	287	166	308	322	294	338	260
peak_11813	chr5	119643587	119644272	.	686	264	290	292	442	500	412
peak_11814	chr5	120457910	120458538	.	629	438	700	670	612	770	558
peak_11815	chr5	122098788	122099692	.	905	600	792	780	686	724	516
peak_11816	chr5	122233752	122234046	.	295	94	82	108	182	264	154
peak_11817	chr5	122943269	122943836	.	568	288	472	340	420	542	380
peak_11818	chr5	124628739	124629651	.	913	700	1444	1412	808	1230	762
peak_11819	chr5	124930395	124930896	.	502	206	200	228	384	416	302
peak_11820	chr5	125433565	125433976	.	412	66	126	106	272	266	200
peak_11821	chr5	126776552	126778883	.	2332	1214	3342	3206	1624	2156	1402
peak_11822	chr5	127515374	127515830	.	457	170	296	280	440	512	404
peak_11823	chr5	127517122	127517507	.	386	368	482	584	418	658	412
peak_11824	chr5	127875596	127875963	.	368	300	598	400	336	356	274
peak_11825	chr5	128179469	128179813	.	345	184	258	226	460	430	302
peak_11826	chr5	128199148	128199663	.	516	204	246	268	338	448	322
peak_11827	chr5	128200033	128200430	.	398	122	258	266	430	484	340
peak_11828	chr5	129094194	129095865	.	1672	830	1848	1816	818	1252	734
peak_11829	chr5	129114953	129115165	.	213	104	108	96	304	238	172
peak_11830	chr5	130652275	130652652	.	378	156	268	250	366	558	368
peak_11831	chr5	130715425	130715923	.	499	236	360	430	672	760	572
peak_11832	chr5	130825977	130826461	.	485	140	222	230	322	418	268
peak_11833	chr5	131964664	131965276	.	613	386	520	626	496	566	530
peak_11834	chr5	131984244	131985601	.	1358	1070	1816	1890	1088	1270	896
peak_11835	chr5	131986083	131986530	.	448	350	686	696	426	476	398
peak_11836	chr5	131987037	131988518	.	1482	1092	1874	2072	1150	1568	1090
peak_11837	chr5	132000071	132000835	.	765	586	822	760	612	716	464
peak_11838	chr5	132004048	132004666	.	619	376	606	626	548	612	450
peak_11839	chr5	132007470	132010410	.	2941	1642	2382	2384	1410	1306	984
peak_11840	chr5	132011778	132013577	.	1800	1462	2578	3126	1940	2506	1782
peak_11841	chr5	132049841	132050536	.	696	568	912	948	914	990	628
peak_11842	chr5	132058884	132061076	.	2193	1278	2334	2346	1082	1294	910
peak_11843	chr5	132064731	132065649	.	919	672	1644	1688	952	1482	1104
peak_11844	chr5	132068276	132069974	.	1699	774	1300	1324	488	458	324
peak_11845	chr5	132078251	132078962	.	712	702	1188	1202	654	814	612
peak_11846	chr5	132094252	132095949	.	1698	1488	3464	3184	1860	1950	1534
peak_11847	chr5	132225307	132225984	.	678	546	852	916	726	904	636
peak_11848	chr5	132237135	132237885	.	751	438	594	770	390	434	326
peak_11849	chr5	132257697	132259914	.	2218	1392	2522	2754	1452	1726	1372
peak_11850	chr5	132259988	132260612	.	625	632	1136	1146	814	944	668
peak_11851	chr5	132260756	132261540	.	785	630	1208	1148	650	810	514
peak_11852	chr5	132261901	132262925	.	1025	650	888	896	398	442	288
peak_11853	chr5	132263692	132264235	.	544	420	942	920	434	632	450
peak_11854	chr5	132267921	132268812	.	892	706	1486	1480	674	820	528
peak_11855	chr5	132283359	132284095	.	737	434	718	832	852	996	642
peak_11856	chr5	132294865	132296129	.	1265	828	1558	1472	808	1010	706
peak_11857	chr5	132313785	132314527	.	743	480	584	650	376	350	242
peak_11858	chr5	132318394	132319066	.	673	460	586	746	462	514	460
peak_11859	chr5	132406287	132406754	.	468	210	354	372	404	496	366
peak_11860	chr5	132417927	132418436	.	510	182	280	344	476	520	370
peak_11861	chr5	132426374	132427059	.	686	606	962	1052	594	748	572
peak_11862	chr5	132451410	132451991	.	582	258	412	448	396	520	358
peak_11863	chr5	132481608	132482051	.	444	460	588	742	864	986	668
peak_11864	chr5	132527062	132527548	.	487	330	530	506	560	558	474
peak_11865	chr5	132688006	132688374	.	369	266	434	418	322	366	270
peak_11866	chr5	132768239	132768879	.	641	398	556	594	602	574	426
peak_11867	chr5	132775020	132775793	.	774	596	898	828	772	880	668
peak_11868	chr5	132866062	132867378	.	1317	1054	2300	2330	1412	1854	1218
peak_11869	chr5	133114539	133115283	.	745	620	998	1160	736	778	542
peak_11870	chr5	133140399	133140723	.	325	314	552	596	382	450	340
peak_11871	chr5	133220722	133221370	.	649	364	550	646	574	628	466
peak_11872	chr5	133243597	133245818	.	2222	1500	2406	2508	1696	1858	1358
peak_11873	chr5	133264841	133267982	.	3142	2060	3880	4028	1926	2206	1430
peak_11874	chr5	133277598	133279088	.	1491	1298	1854	1794	1378	1342	1078
peak_11875	chr5	133285515	133286168	.	654	726	1344	1456	1062	1316	1028
peak_11876	chr5	133290023	133291899	.	1877	1140	2068	2134	822	902	604
peak_11877	chr5	133297249	133297757	.	509	420	856	762	740	964	730
peak_11878	chr5	133302893	133304130	.	1238	1256	2150	2156	1072	1380	926
peak_11879	chr5	133304767	133305311	.	545	290	392	440	332	496	300
peak_11880	chr5	133308519	133308944	.	426	374	464	404	446	436	348
peak_11881	chr5	133312612	133313573	.	962	646	898	962	780	876	696
peak_11882	chr5	133314003	133314725	.	723	782	1202	1330	590	766	528
peak_11883	chr5	133316301	133316741	.	441	362	516	578	492	584	332
peak_11884	chr5	133322705	133323756	.	1052	768	1218	1146	616	782	482
peak_11885	chr5	133334653	133335547	.	895	550	956	1016	418	374	348
peak_11886	chr5	133350141	133350487	.	347	318	546	432	420	480	308
peak_11887	chr5	133363620	133364645	.	1026	722	1324	1262	906	1312	884
peak_11888	chr5	133409156	133409862	.	707	654	1076	1190	784	906	646
peak_11889	chr5	133423572	133424844	.	1273	1078	1882	1686	1576	1860	1164
peak_11890	chr5	133466619	133467833	.	1215	872	1430	1590	1112	1226	790
peak_11891	chr5	133467960	133468854	.	895	582	936	1102	584	746	498
peak_11892	chr5	133472759	133473609	.	851	512	782	956	876	1034	610
peak_11893	chr5	133486920	133488018	.	1099	812	1404	1446	1232	1282	1008
peak_11894	chr5	133502276	133502753	.	478	380	604	602	480	596	466
peak_11895	chr5	133579883	133581097	.	1215	612	842	952	334	322	308
peak_11896	chr5	133627200	133627559	.	360	208	378	342	530	892	518
peak_11897	chr5	133662656	133662996	.	341	256	544	572	408	544	388
peak_11898	chr5	133664134	133664729	.	596	374	766	674	656	756	650
peak_11899	chr5	133688655	133689056	.	402	216	400	382	354	380	272
peak_11900	chr5	133706539	133707332	.	794	482	450	664	536	594	446
peak_11901	chr5	133799153	133800144	.	992	480	1002	998	658	680	502
peak_11902	chr5	133817666	133818282	.	617	222	338	280	450	530	382
peak_11903	chr5	133863735	133864487	.	753	570	658	774	394	330	340
peak_11904	chr5	133878080	133878825	.	746	462	704	654	692	888	522
peak_11905	chr5	133898792	133900090	.	1299	500	912	954	514	604	434
peak_11906	chr5	133903712	133907648	.	3937	1828	3222	3336	1636	1766	1220
peak_11907	chr5	133933847	133934670	.	824	586	1118	1152	576	774	396
peak_11908	chr5	133992396	133992954	.	559	258	316	416	350	440	310
peak_11909	chr5	134018092	134019040	.	949	380	644	730	770	896	646
peak_11910	chr5	134058576	134059399	.	824	444	712	932	626	750	560
peak_11911	chr5	134101593	134102178	.	586	416	714	822	504	800	518
peak_11912	chr5	134125057	134125986	.	930	456	884	998	518	580	478
peak_11913	chr5	134138431	134139685	.	1255	638	1022	1062	436	506	410
peak_11914	chr5	134255499	134256177	.	679	352	636	620	612	996	624
peak_11915	chr5	134267321	134267862	.	542	230	270	286	388	492	280
peak_11916	chr5	134435345	134435934	.	590	488	602	608	406	476	316
peak_11917	chr5	134436254	134437116	.	863	572	1094	1232	654	966	650
peak_11918	chr5	134457950	134458678	.	729	386	800	820	398	536	310
peak_11919	chr5	134465197	134467184	.	1988	1018	1916	1890	998	1146	870
peak_11920	chr5	134511088	134512695	.	1608	790	1314	1482	600	720	470
peak_11921	chr5	134550371	134551093	.	723	460	678	672	652	870	526
peak_11922	chr5	134553653	134555640	.	1988	1096	1996	2102	1088	1264	862
peak_11923	chr5	134585891	134587491	.	1601	738	1166	1256	472	544	382
peak_11924	chr5	134738231	134738608	.	378	633	1804	1406	736	1108	754
peak_11925	chr5	134738737	134739679	.	943	572	672	582	518	500	310
peak_11926	chr5	135009793	135011139	.	1347	546	904	928	534	584	452
peak_11927	chr5	135047426	135047869	.	444	232	384	454	318	428	322
peak_11928	chr5	135062099	135065761	.	3663	1404	2322	2444	1002	994	788
peak_11929	chr5	135130906	135131947	.	1042	650	1300	1396	774	1094	674
peak_11930	chr5	135132852	135133924	.	1073	652	1142	1128	750	776	580
peak_11931	chr5	135155093	135155468	.	376	172	248	318	274	450	308
peak_11932	chr5	135176199	135178737	.	2539	974	1646	1770	744	770	580
peak_11933	chr5	135241980	135242696	.	717	458	758	748	578	628	524
peak_11934	chr5	135242899	135244039	.	1141	828	1150	1286	1174	1374	1038
peak_11935	chr5	135246745	135247887	.	1143	814	1570	1296	870	1088	766
peak_11936	chr5	135327821	135328505	.	685	364	716	820	608	980	668
peak_11937	chr5	135438022	135438551	.	530	516	926	882	572	774	588
peak_11938	chr5	135482239	135482692	.	454	266	490	496	304	298	286
peak_11939	chr5	135529560	135529876	.	317	146	174	160	230	304	194
peak_11940	chr5	135549454	135551118	.	1665	1024	1790	1764	1304	1612	1058
peak_11941	chr5	135552933	135553490	.	558	326	582	634	526	496	350
peak_11942	chr5	135565771	135566255	.	485	246	398	400	400	450	314
peak_11943	chr5	135697321	135698461	.	1141	710	1234	1272	896	1042	740
peak_11944	chr5	135814174	135814927	.	754	434	728	812	710	930	704
peak_11945	chr5	135820831	135821981	.	1151	652	1118	1296	1008	1306	1044
peak_11946	chr5	136032604	136032851	.	248	92	150	158	206	206	162
peak_11947	chr5	136230812	136231287	.	476	192	228	356	354	378	296
peak_11948	chr5	136232068	136232687	.	620	284	386	412	490	682	512
peak_11949	chr5	137027722	137028323	.	602	154	402	386	350	480	396
peak_11950	chr5	137077204	137077850	.	647	400	634	590	524	566	406
peak_11951	chr5	137142432	137143464	.	1033	594	894	1042	794	932	618
peak_11952	chr5	137195483	137196024	.	542	228	358	378	394	438	332
peak_11953	chr5	137471569	137472027	.	459	206	304	342	298	254	234
peak_11954	chr5	138331220	138332145	.	926	714	1908	1286	692	838	530
peak_11955	chr5	138574925	138575985	.	1061	814	2084	1952	950	1298	814
peak_11956	chr5	138654217	138654953	.	737	442	882	754	684	942	626
peak_11957	chr5	138668418	138668820	.	403	150	336	406	344	376	238
peak_11958	chr5	139225749	139226583	.	835	346	482	576	632	750	524
peak_11959	chr5	139458885	139459197	.	313	218	366	458	288	288	236
peak_11960	chr5	139652214	139652712	.	499	410	772	694	678	988	584
peak_11961	chr5	139661061	139661840	.	780	438	1014	950	578	814	604
peak_11962	chr5	139670255	139671957	.	1703	718	1102	1172	578	744	502
peak_11963	chr5	139685968	139686969	.	1002	626	1130	1104	876	980	770
peak_11964	chr5	139690525	139690861	.	337	246	478	506	316	454	394
peak_11965	chr5	139699254	139699613	.	360	226	400	448	296	366	240
peak_11966	chr5	139709953	139710892	.	940	582	984	1202	662	818	572
peak_11967	chr5	139744947	139745701	.	755	456	914	978	560	738	496
peak_11968	chr5	139752321	139752887	.	567	372	492	482	396	488	374
peak_11969	chr5	139752953	139753754	.	802	426	702	752	476	554	362
peak_11970	chr5	139876892	139877671	.	780	400	774	816	458	578	382
peak_11971	chr5	139881686	139883298	.	1613	784	1288	1330	806	959	682
peak_11972	chr5	139908629	139909014	.	386	156	356	380	320	344	298
peak_11973	chr5	139925917	139926572	.	656	400	702	802	512	658	462
peak_11974	chr5	139960865	139962263	.	1399	670	916	1098	608	694	550
peak_11975	chr5	140107170	140108416	.	1247	556	1370	1300	540	832	558
peak_11976	chr5	140143529	140144450	.	922	410	504	558	130	146	98
peak_11977	chr5	140356974	140357997	.	1024	470	796	854	430	534	362
peak_11978	chr5	140363161	140364693	.	1533	780	1224	1284	586	708	492
peak_11979	chr5	140557118	140558012	.	895	422	722	834	410	486	482
peak_11980	chr5	140563690	140565218	.	1529	782	1716	1506	894	1200	776
peak_11981	chr5	141521237	141521538	.	302	186	540	324	364	500	290
peak_11982	chr5	141668768	141669247	.	480	224	294	302	318	400	288
peak_11983	chr5	141692938	141693857	.	920	538	774	762	668	850	594
peak_11984	chr5	141695626	141696278	.	653	300	532	614	490	562	484
peak_11985	chr5	141771023	141771471	.	449	274	482	572	416	576	384
peak_11986	chr5	141777619	141778056	.	438	168	194	208	234	306	218
peak_11987	chr5	141848625	141849786	.	1162	612	1328	1378	650	898	456
peak_11988	chr5	141878536	141879544	.	1009	498	776	836	452	780	566
peak_11989	chr5	142201606	142201933	.	328	132	128	172	186	172	154
peak_11990	chr5	142598060	142598489	.	430	180	336	270	288	392	216
peak_11991	chr5	142816441	142817070	.	630	476	812	848	686	1014	616
peak_11992	chr5	143009067	143009481	.	415	194	448	462	388	418	306
peak_11993	chr5	143134949	143135218	.	270	44	106	148	234	214	138
peak_11994	chr5	143582926	143583326	.	401	164	154	168	240	296	218
peak_11995	chr5	144125607	144126329	.	723	340	554	576	538	672	514
peak_11996	chr5	144633284	144633573	.	290	118	114	124	222	264	168
peak_11997	chr5	145237680	145238150	.	471	296	428	502	666	598	492
peak_11998	chr5	145937535	145937896	.	362	424	546	522	468	684	398
peak_11999	chr5	145945616	145946345	.	730	594	930	1070	778	854	608
peak_12000	chr5	145946413	145946807	.	395	314	506	384	494	612	364
peak_12001	chr5	146182307	146183041	.	735	720	1818	1670	978	1362	850
peak_12002	chr5	146201456	146202196	.	741	372	732	750	502	634	308
peak_12003	chr5	146424954	146425426	.	473	318	392	438	442	384	296
peak_12004	chr5	146440239	146440632	.	394	138	134	172	268	312	216
peak_12005	chr5	147404010	147405082	.	1073	596	1032	990	990	1102	832
peak_12006	chr5	148459437	148459702	.	266	136	178	180	232	252	192
peak_12007	chr5	148864103	148864487	.	385	168	402	382	380	436	276
peak_12008	chr5	148905689	148905915	.	227	102	184	274	246	296	248
peak_12009	chr5	148910486	148911491	.	1006	912	1794	1680	1408	1744	1348
peak_12010	chr5	148965344	148966338	.	995	898	1640	1332	1336	1894	1238
peak_12011	chr5	149003133	149003806	.	674	686	1096	1004	926	1142	720
peak_12012	chr5	149024638	149025328	.	691	348	464	426	452	510	384
peak_12013	chr5	149049042	149050219	.	1178	674	1032	1004	1000	1294	734
peak_12014	chr5	149072925	149073572	.	648	246	472	572	648	616	466
peak_12015	chr5	149134135	149134750	.	616	352	804	924	620	772	470
peak_12016	chr5	149140342	149140834	.	493	182	358	354	386	470	264
peak_12017	chr5	149153153	149154396	.	1244	678	1022	1102	900	866	668
peak_12018	chr5	149233699	149234241	.	543	250	334	386	520	560	414
peak_12019	chr5	149241787	149242227	.	441	216	530	568	576	770	634
peak_12020	chr5	149274930	149275226	.	297	156	224	240	300	326	294
peak_12021	chr5	149297374	149298352	.	979	582	1104	1200	788	920	630
peak_12022	chr5	149307267	149307890	.	624	276	472	538	444	596	376
peak_12023	chr5	149365410	149366019	.	610	342	528	464	302	468	234
peak_12024	chr5	149404642	149406508	.	1867	1010	1790	1896	790	832	658
peak_12025	chr5	149414338	149414914	.	577	390	824	854	502	582	492
peak_12026	chr5	149445684	149446226	.	543	474	794	800	612	770	468
peak_12027	chr5	149455587	149456542	.	956	966	1836	1888	1018	1212	954
peak_12028	chr5	149457012	149457879	.	868	424	764	828	496	612	414
peak_12029	chr5	149466057	149466921	.	865	1002	1898	1684	1410	1764	1490
peak_12030	chr5	149617957	149618408	.	452	282	550	662	296	474	342
peak_12031	chr5	149631766	149633399	.	1634	1242	2010	2022	1260	1502	1056
peak_12032	chr5	149648794	149649430	.	637	516	870	786	686	1014	606
peak_12033	chr5	149747312	149748284	.	973	576	1106	1256	560	596	432
peak_12034	chr5	149757937	149758612	.	676	500	826	886	776	886	506
peak_12035	chr5	149772060	149774123	.	2064	1114	1728	1976	1298	1700	1084
peak_12036	chr5	149778076	149778777	.	702	494	922	944	704	832	682
peak_12037	chr5	149802578	149803310	.	733	612	900	952	678	744	592
peak_12038	chr5	149803441	149804165	.	725	742	1104	1132	642	660	450
peak_12039	chr5	149904383	149904851	.	469	272	458	452	344	360	236
peak_12040	chr5	149960357	149961190	.	834	508	1648	1522	798	1064	748
peak_12041	chr5	150010041	150010771	.	731	450	714	786	340	312	312
peak_12042	chr5	150053196	150053917	.	722	424	822	886	478	792	458
peak_12043	chr5	150112542	150113808	.	1267	912	1928	2186	1094	1612	1046
peak_12044	chr5	150125216	150126675	.	1460	944	1428	1610	1112	1216	958
peak_12045	chr5	150127902	150128585	.	684	414	594	664	336	380	278
peak_12046	chr5	150152788	150153942	.	1155	816	1730	1762	874	1114	756
peak_12047	chr5	150159491	150161965	.	2475	1646	3142	3278	1520	1916	1474
peak_12048	chr5	150175529	150175938	.	410	288	514	460	352	336	252
peak_12049	chr5	150203441	150203806	.	366	234	364	378	376	446	320
peak_12050	chr5	150233845	150234360	.	516	306	542	548	392	614	400
peak_12051	chr5	150246661	150248196	.	1536	818	1484	1546	772	916	690
peak_12052	chr5	150252055	150252582	.	528	336	638	580	406	416	374
peak_12053	chr5	150260995	150261633	.	639	422	764	850	628	766	522
peak_12054	chr5	150262667	150264727	.	2061	1408	2888	2610	1700	2142	1516
peak_12055	chr5	150269685	150270158	.	474	420	692	740	460	542	474
peak_12056	chr5	150270573	150271815	.	1243	696	1178	1248	554	642	414
peak_12057	chr5	150278599	150279179	.	581	364	792	794	474	568	436
peak_12058	chr5	150287846	150288676	.	831	562	796	772	654	842	612
peak_12059	chr5	150295149	150295766	.	618	638	1300	1334	784	1106	756
peak_12060	chr5	150316785	150317853	.	1069	876	2296	2176	1322	1936	1296
peak_12061	chr5	150340909	150341766	.	858	694	934	1030	652	710	604
peak_12062	chr5	150346491	150347131	.	641	328	546	566	462	444	428
peak_12063	chr5	150427349	150428950	.	1602	964	1618	1640	978	1128	746
peak_12064	chr5	150472454	150473579	.	1126	640	1418	1306	804	992	724
peak_12065	chr5	150481963	150482456	.	494	380	630	720	450	488	340
peak_12066	chr5	150482578	150483421	.	844	700	750	642	558	612	430
peak_12067	chr5	150497294	150498277	.	984	540	844	1056	544	906	484
peak_12068	chr5	150575771	150576266	.	496	386	606	552	488	444	366
peak_12069	chr5	150576993	150577522	.	530	272	292	312	428	494	336
peak_12070	chr5	150622561	150623176	.	616	366	632	670	562	662	500
peak_12071	chr5	150632434	150633249	.	816	670	1014	1050	602	610	470
peak_12072	chr5	150633380	150633692	.	313	188	332	392	328	426	258
peak_12073	chr5	150644247	150645315	.	1069	852	1340	1316	910	1064	756
peak_12074	chr5	150655229	150655643	.	415	238	576	552	432	558	396
peak_12075	chr5	150673901	150674359	.	459	352	698	710	552	692	468
peak_12076	chr5	151022577	151023270	.	694	420	564	584	570	670	392
peak_12077	chr5	151040185	151040909	.	725	474	738	742	736	822	586
peak_12078	chr5	151059893	151060397	.	505	474	706	664	536	608	464
peak_12079	chr5	151075660	151076406	.	747	490	914	960	594	666	466
peak_12080	chr5	151079708	151080841	.	1134	468	1006	956	756	1038	596
peak_12081	chr5	151122083	151123169	.	1087	494	774	772	788	742	590
peak_12082	chr5	151211724	151211981	.	258	164	340	326	216	306	262
peak_12083	chr5	151258811	151259345	.	535	392	842	874	694	1060	676
peak_12084	chr5	151514501	151514788	.	288	190	238	226	282	320	192
peak_12085	chr5	151525224	151526207	.	984	516	700	690	488	502	384
peak_12086	chr5	151569073	151569390	.	318	236	406	462	436	554	424
peak_12087	chr5	151570072	151570460	.	389	162	306	362	384	496	320
peak_12088	chr5	151614643	151615993	.	1351	866	1504	1662	1176	1316	954
peak_12089	chr5	151741559	151742076	.	518	292	496	494	442	510	386
peak_12090	chr5	151745065	151745981	.	917	432	754	828	538	650	498
peak_12091	chr5	151757291	151757810	.	520	384	548	510	398	514	372
peak_12092	chr5	151770425	151771204	.	780	490	830	984	498	750	460
peak_12093	chr5	152571444	152571676	.	233	60	90	92	196	208	150
peak_12094	chr5	154332103	154333197	.	1095	514	916	866	296	322	224
peak_12095	chr5	154354287	154355418	.	1132	702	1166	1186	1062	1396	960
peak_12096	chr5	154372651	154373090	.	440	96	160	138	238	276	176
peak_12097	chr5	154398880	154400225	.	1346	620	982	1028	662	918	536
peak_12098	chr5	154603923	154604589	.	667	376	630	668	356	358	222
peak_12099	chr5	154754623	154756623	.	2001	1252	3624	3042	1440	2104	1362
peak_12100	chr5	154858220	154858948	.	729	534	1614	1320	658	820	520
peak_12101	chr5	155554598	155554921	.	324	150	182	254	342	362	272
peak_12102	chr5	157046124	157046572	.	449	190	290	388	296	340	278
peak_12103	chr5	157080451	157080590	.	140	128	142	162	176	208	144
peak_12104	chr5	157222551	157222799	.	249	270	398	310	360	554	312
peak_12105	chr5	157271700	157272126	.	427	230	244	280	314	488	314
peak_12106	chr5	157290341	157290899	.	559	358	486	412	482	568	386
peak_12107	chr5	157451666	157452113	.	448	202	298	260	294	460	248
peak_12108	chr5	157463115	157463693	.	579	266	478	560	468	546	438
peak_12109	chr5	157463753	157464330	.	578	274	480	370	500	570	388
peak_12110	chr5	157870728	157871144	.	417	158	246	246	348	468	326
peak_12111	chr5	158640055	158640917	.	863	312	438	506	552	658	464
peak_12112	chr5	158830954	158831497	.	544	118	224	284	446	510	368
peak_12113	chr5	159240324	159240750	.	427	220	518	384	386	554	348
